game_name,tags,followers,oweners,num_ytube_vids(one_day)
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,"['Flight', 'Sports', 'Arcade', 'First-Person', 'Cyberpunk', 'Funny', 'Controller', 'Action', 'Colorful', 'Sci-fi', 'Score Attack', 'Comedy', 'Illuminati', 'Singleplayer', 'Indie', 'VR', 'Casual', 'Simulation', 'Addictive', 'Platformer']",: 927,": 200,000 .. 500,000",nan
Ovrlay - VR Discord Notifications,"['Utilities', 'VR', 'Early Access', 'Casual', 'Singleplayer', 'VR Only']",: 174,": 0 .. 20,000",nan
JUST BAT (VR CRICKET),"['Sports', 'Cricket', 'VR', 'VR Only']",: 96,": 0 .. 20,000",nan
Run Of Mydan,"['Adventure', 'Early Access', 'VR', 'Action', 'Multiplayer', 'Online Co-Op', 'Indie', 'Shooter', 'On-Rails Shooter', 'Singleplayer', 'Physics', 'Surreal', 'Co-op', 'Fantasy', 'Platformer', 'Side Scroller', 'Atmospheric', 'FPS', 'VR Only']",": 2,595",": 0 .. 20,000",nan
Antarctic Heritage Trust,"['Free to Play', 'VR', 'Education', 'Singleplayer', 'Realistic', 'VR Only']",: 261,": 20,000 .. 50,000",nan
Down and Out,"[""Beat 'em up"", 'Open World', 'PvE', 'Survival', 'Fighting', 'Action', 'First-Person', 'Simulation', 'VR', 'Stylized', 'Realistic', 'Comedy', 'Cartoon', 'Modern', 'Combat', 'Singleplayer', 'Immersive', 'Indie', 'Adventure', 'VR Only']",: 206,": 0 .. 20,000",: 1 new videos uploaded yesterday.
The Visitor,"['Indie', 'Casual', 'VR', 'Horror', 'VR Only']",: 597,": 0 .. 20,000",: 6 new videos uploaded yesterday.
DreamWorks Voltron VR Chronicles,"['Casual', 'Action', 'Adventure', 'VR', 'VR Only']",: 618,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Zero Days VR,"['Indie', 'Casual', 'VR', 'Story Rich', 'Great Soundtrack', 'Cyberpunk', 'Cinematic', 'Singleplayer', 'Political', 'Hacking', 'Female Protagonist', 'Narrative', 'Documentary', 'VR Only']",: 207,": 0 .. 20,000",nan
The Technician,"['Action', 'Indie', 'Early Access', 'VR', 'Puzzle', 'VR Only']",: 477,": 0 .. 20,000",: 1 new videos uploaded yesterday.
Airranger,"['Action', 'Massively Multiplayer', 'Casual', 'Simulation', 'Indie', 'VR', 'Archery', 'VR Only']",": 1,048",": 0 .. 20,000",nan
The Subject,"['Sci-fi', 'Puzzle', 'Horror', 'Walking Simulator', 'Adventure', 'Survival Horror', 'Survival', 'Exploration', 'First-Person', 'Indie', 'Atmospheric', 'Realistic', 'Mystery', 'Surreal', 'Thriller', 'Hidden Object', 'VR', 'Story Rich', 'Dark', 'Singleplayer']",: 761,": 20,000 .. 50,000",: 2 new videos uploaded yesterday.
Personal Disco VR,"['Indie', 'Casual', 'Music', 'VR', 'VR Only']",: 174,": 0 .. 20,000",nan
Into The Dark,"['RPG', 'Dungeon Crawler', 'Action RPG', 'FPS', 'Hack and Slash', 'Dark Fantasy', 'PvE', 'Indie', '3D', 'First-Person', 'Casual', 'Action', 'Realistic', 'Fantasy', 'Combat', 'Level Editor', 'Singleplayer', 'Controller', 'VR', 'Procedural Generation']",: 624,": 0 .. 20,000",: 3 new videos uploaded yesterday.
GUNGRAVE VR U.N,"['Action', 'VR', 'VR Only']",: 276,": 0 .. 20,000",nan
Warka Flarka Flim Flam,"['Indie', 'Casual', 'VR', 'VR Only']",: 50,": 0 .. 20,000",nan
Survival Simulator VR,"['Indie', 'Early Access', 'VR', 'Survival', 'VR Only']",: 577,": 0 .. 20,000",nan
KRAKEN,"['Action', 'Indie', 'VR', 'Great Soundtrack', 'Funny', 'VR Only']",: 151,": 0 .. 20,000",: 50 new videos uploaded yesterday.
SpellPunk VR,"['Action', 'Multiplayer', 'VR', 'Fantasy', 'Comic Book', 'PvP', 'e-sports', 'Fighting', '3D Fighter', 'Competitive', 'Early Access', 'Rhythm', 'Family Friendly', 'Adventure', 'Singleplayer', 'Female Protagonist', 'Soundtrack', 'Indie', 'Casual', 'Sci-fi', 'VR Only']",: 282,": 20,000 .. 50,000",nan
Skytropolis,"['Colony Sim', 'Simulation', 'Indie', 'VR', 'City Builder']",: 606,": 0 .. 20,000",nan
瞳：祈愿 VR / Pupil: Wandering VR,"['Horror', 'Adventure', 'Early Access', 'VR', 'Indie', 'VR Only']",": 3,072",": 0 .. 20,000",nan
Hard Vacuum,"['Simulation', 'Action', 'Indie', 'VR', 'Space', 'Flight', 'Sci-fi', 'Early Access', 'VR Only']",: 462,": 0 .. 20,000",nan
Demeo,"['Tabletop', 'Turn-Based Tactics', 'Dungeon Crawler', 'Rogue-lite', 'Turn-Based Strategy', 'Board Game', 'Strategy', 'RPG', '3D', 'VR', 'Turn-Based Combat', 'Fantasy', 'Stealth', 'Adventure', 'Magic', 'Medieval', 'Class-Based', 'Old School', 'Dark', 'Co-op']",": 11,688",": 50,000 .. 100,000",: 6 new videos uploaded yesterday.
Oasis VR,"['PvP', 'Co-op', 'Multiplayer', 'Online Co-Op', 'Free to Play', 'VR', 'Sports', 'Casual', 'Massively Multiplayer', 'Simulation', 'Indie', 'Adventure', 'Sexual Content', 'Anime', 'Funny', 'Nudity', 'Early Access', 'Memes', 'RPG', 'JRPG']",": 9,641",": 100,000 .. 200,000",nan
Guildford Castle VR,[],nan,": 0 .. 20,000",nan
Ultimate Fishing Simulator - VR DLC,[],nan,": 0 .. 20,000",nan
FPS Infinite,"['Indie', 'Action', 'Adventure', 'FPS', 'Free to Play', 'VR', 'First-Person', 'Metroidvania', 'Procedural Generation', 'Sci-fi', 'Singleplayer', '3D Platformer', 'Stealth', 'Time Attack', 'Bullet Time', 'Competitive']",: 414,": 20,000 .. 50,000",: 2 new videos uploaded yesterday.
The Grand Canyon VR Experience,"['VR', 'Indie', 'Casual', 'Simulation', 'Adventure', 'VR Only']",: 568,": 0 .. 20,000",nan
Inbound,"['Action', 'Casual', 'VR', 'VR Only']",: 467,": 0 .. 20,000",: 7 new videos uploaded yesterday.
Nemesis Realms,"['Action', 'Indie', 'VR', 'Asymmetric VR', 'VR Only']",: 208,": 0 .. 20,000",nan
ROOMS: The Toymaker's Mansion,"['Casual', 'Adventure', 'Indie', 'Puzzle', 'VR']",: 0,": 0 .. 20,000",nan
Battle Fleet 2,"['Strategy', 'Simulation', 'Naval', 'Naval Combat', 'Turn-Based Strategy', 'World War II', 'Military', 'Wargame', 'Grand Strategy', 'Turn-Based', 'VR']",": 4,422",": 50,000 .. 100,000",: 1 new videos uploaded yesterday.
Emergence,"['Simulation', 'Adventure', 'Casual', 'Free to Play', 'Exploration', 'Indie', 'Walking Simulator', 'VR', '3D', 'Surreal', 'Experimental', 'Singleplayer', 'Atmospheric', 'VR Only']",: 411,": 20,000 .. 50,000",nan
SNOW - The Ultimate Edition,"['Sports', 'Open World', 'Free to Play', 'Multiplayer', 'Simulation', 'Early Access', 'Snow', 'Indie', 'Realistic', 'First-Person', 'Skiing', 'Singleplayer', 'VR', 'Snowboarding', 'Adventure', 'Controller', 'Action', 'Exploration', 'Casual', 'Third Person']",": 33,691",": 1,000,000 .. 2,000,000",: 1 new videos uploaded yesterday.
One Giant Leap,"['Action', 'Adventure', 'Racing', 'VR', 'VR Only']",: 148,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Bulk Dominoes VR: Kinetic Rush,"['Simulation', 'VR', 'Building', '3D', 'Open World', 'Sandbox', 'Asymmetric VR', 'Crafting', 'Early Access', 'Physics', 'Free to Play', 'Singleplayer', 'LEGO', 'Choose Your Own Adventure', 'VR Only']",: 128,": 0 .. 20,000",nan
The Cable Center - Virtual Archive,"['Free to Play', 'Casual', 'VR', 'VR Only']",: 142,": 0 .. 20,000",nan
The Scent of Summer,"['Adventure', 'Free to Play', 'VR', 'Anime', 'VR Only']",: 535,": 0 .. 20,000",nan
DepthQVR_AQUA,"['Casual', 'VR', 'Immersive', 'Nature', 'Cinematic', 'Free to Play', 'Early Access', 'Colorful', '3D', '360 Video', 'Experimental', 'Singleplayer']",: 169,": 0 .. 20,000",nan
Metal Gunner,"['VR', 'Action', 'Indie', 'FPS', 'Arcade', 'Sci-fi', 'Family Friendly', 'Mechs', 'Singleplayer', 'Robots', 'Walking Simulator', 'Multiple Endings', 'Shooter', '3D Platformer', 'First-Person', 'God Game', ""Shoot 'Em Up"", '3D', 'Realistic', 'Space', 'VR Only']",: 181,": 20,000 .. 50,000",nan
Abbot's Book Demo,"['Adventure', 'Free to Play', 'RPG', 'Indie', 'VR', 'Horror', 'VR Only']",: 916,": 50,000 .. 100,000",nan
Egg Time,"['Free to Play', 'Action', 'Indie', 'Casual', 'Sports', 'VR', 'VR Only']",: 224,": 20,000 .. 50,000",nan
The Cable Center - Virtual Archive,"['Free to Play', 'Casual', 'VR', 'VR Only']",: 142,": 0 .. 20,000",nan
The Scent of Summer,"['Adventure', 'Free to Play', 'VR', 'Anime', 'VR Only']",: 535,": 0 .. 20,000",nan
Cyberpong,"['Sports', 'Action', 'Casual', 'VR']",: 583,": 0 .. 20,000",nan
Bloodstream,"['Action', 'Indie', 'Early Access', 'VR', 'VR Only']",: 79,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Entangled,[],nan,": 0 .. 20,000",nan
LooWarVR,"['Action', 'Casual', 'RPG', 'VR', 'VR Only']",: 136,": 0 .. 20,000",nan
VR Skydiving,"['Casual', 'Exploration', 'First-Person', 'VR', 'Singleplayer', 'VR Only']",: 39,": 0 .. 20,000",nan
Diorama Worlds,"['Simulation', 'Indie', 'Casual', 'VR', 'Sandbox', 'Building', 'City Builder', 'Base-Building', 'Level Editor', 'VR Only']",: 543,": 0 .. 20,000",nan
Astral Domine,"['Adventure', 'Indie', 'VR', 'Puzzle', 'First-Person', 'Atmospheric', 'Sci-fi', 'Singleplayer', 'Walking Simulator', 'VR Only']",: 285,": 0 .. 20,000",nan
RollerGirls From Beyond,"['Action', 'Adventure', 'Indie', 'Casual', 'VR', 'VR Only']",: 0,": 0 .. 20,000",nan
The Five Cores Remastered,"['Puzzle', 'VR', 'Adventure', 'Exploration', 'Singleplayer', 'Remake', ""1990's"", 'Indie', 'Point & Click', 'Walking Simulator', 'First-Person', 'Mystery', 'Atmospheric', 'Nature', 'Linear', 'Narration']",: 121,": 0 .. 20,000",nan
Nock: Hidden Arrow,"['VR', 'Action', 'Adventure', 'Indie', 'Stealth', 'Dungeon Crawler', 'RPG', 'VR Only']",: 592,": 0 .. 20,000",nan
Vector Velocity,"['Action', 'Casual', 'VR', 'Shooter', '3D Platformer', 'Parkour', 'Physics', 'Singleplayer', 'Immersive', 'VR Only']",: 56,": 0 .. 20,000",nan
Merper VR,"['Free to Play', 'Indie', 'Casual', 'Simulation', 'VR', 'Animation & Modeling', 'VR Only']",: 511,": 20,000 .. 50,000",nan
Wet Dog Corp,"['Casual', 'VR', 'Funny', 'Time Management', 'Dog', 'Family Friendly', 'VR Only']",: 133,": 0 .. 20,000",nan
The Curious Tale of the Stolen Pets,"['Adventure', 'Indie', 'Casual', 'Puzzle', 'VR', 'VR Only']",": 1,546",": 0 .. 20,000",nan
Velocity Vector,"['VR', 'Music', 'Difficult', 'Racing', 'Rhythm', 'Action', 'Robots', 'Platformer', '3D Platformer', 'Precision Platformer', 'Flight', 'Indie', 'Singleplayer', 'Physics', '3D', 'Arcade', 'VR Only']",: 92,": 0 .. 20,000",nan
Unknown Pharaoh,"['Adventure', 'Indie', 'Casual', 'VR', 'VR Only']",: 213,": 0 .. 20,000",nan
City Z,[],nan,": 0 .. 20,000",nan
ALONE? - VR,"['Indie', 'Adventure', 'VR', 'Action', 'Casual', 'Horror', 'Psychological Horror', 'Survival Horror', 'Atmospheric', 'Singleplayer', 'Gore', 'Puzzle', 'Story Rich', 'Great Soundtrack', 'Demons', 'VR Only']",: 920,": 0 .. 20,000",nan
Ski Jumping Pro VR,"['Simulation', 'Sports', 'VR', 'Skiing', 'Realistic', 'Snow', 'VR Only']",: 262,": 0 .. 20,000",nan
Bloody Zombies,"['Action', 'Zombies', ""Beat 'em up"", 'Co-op', 'Local Co-Op', 'Multiplayer', 'Fighting', '4 Player Local', 'VR', 'Side Scroller', '2D', 'Controller', 'Indie', '2D Fighter', 'Local Multiplayer', 'Singleplayer', 'Violent', 'Character Action Game', 'Gore', 'Dark Fantasy']",": 2,595",": 0 .. 20,000",: 0 new videos uploaded yesterday.
VR Rock Climbing,"['Casual', 'Simulation', 'RPG', '3D Platformer', 'Action-Adventure', 'Singleplayer', 'Realistic', 'Action', 'First-Person', 'VR', 'VR Only']",: 28,": 0 .. 20,000",nan
Boxing Coach,"['Sports', 'Casual', 'Simulation', 'VR', 'Singleplayer', 'Boxing', 'Indie', 'Early Access', 'VR Only']",: 139,": 0 .. 20,000",nan
Seeking Evil: The Wendigo,"['Exploration', 'Action-Adventure', 'RPG', 'VR', '3D', 'First-Person', 'Dark Humor', 'Horror', 'Psychological Horror', 'Surreal', 'Controller', 'Open World', 'Action', 'Demons', 'Fantasy', 'Mythology', 'Stealth', 'Thriller', 'Werewolves', 'Mystery']",": 1,201",": 50,000 .. 100,000",nan
Firebird - The Unfinished,"['Indie', 'Casual', 'VR', 'VR Only']",: 293,": 0 .. 20,000",nan
Light Repair Team #4,"['Indie', 'Casual', 'VR', 'Puzzle', 'VR Only']",: 304,": 20,000 .. 50,000",nan
Attack of the Bugs,"['Action', 'VR', 'VR Only']",: 166,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Sword Master VR,"['Action', 'Simulation', 'Sports', 'Indie', 'VR', 'Swordplay', 'VR Only']",": 1,078",": 20,000 .. 50,000",nan
Drive,"['Racing', 'VR', 'Driving', 'Arcade', 'Automobile Sim', 'Immersive Sim', 'Simulation', 'Physics', '6DOF', 'Combat Racing', 'Real Time Tactics', 'Sports', 'First-Person', 'Funny', 'Relaxing', '3D', 'Realistic', 'Atmospheric', 'Old School', 'Retro']",: 382,": 0 .. 20,000",nan
Vintage VR,"['Free to Play', 'Casual', 'VR', 'VR Only']",: 414,": 50,000 .. 100,000",: 0 new videos uploaded yesterday.
Welcome to Light Fields,"['Free to Play', 'Casual', 'VR', 'VR Only']",: 904,": 20,000 .. 50,000",nan
Hard Night VR,"['Zombies', 'Action', 'Survival Horror', 'VR', 'Gun Customization', 'Shooter', 'Exploration', 'FPS', 'Hidden Object', 'Gore', 'Violent', 'Adventure', 'Spectacle fighter', 'PvE', 'Singleplayer', 'VR Only']",: 170,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Glider Island,"['Casual', 'Sports', 'Adventure', 'Simulation', 'Action', 'Racing', 'VR', 'Flight', 'Relaxing', 'Indie', 'First-Person', 'Realistic']",: 439,": 0 .. 20,000",nan
ChillaxVR,"['Casual', '3D', 'Colorful', 'VR', 'Relaxing', 'Surreal', 'Singleplayer', 'VR Only']",: 60,": 0 .. 20,000",nan
SVRVIVE: The Deus Helix,"['Adventure', 'Indie', 'VR', 'Puzzle', 'VR Only']",: 887,": 20,000 .. 50,000",nan
Forest Farm,"['Farming Sim', 'RPG', 'Exploration', 'Immersive Sim', 'Sandbox', 'Fishing', '3D', 'First-Person', 'VR', 'Relaxing', 'Choices Matter', 'Agriculture', 'Farming', 'Medieval', 'Management', 'Trading', 'Casual', 'Building', 'Crafting', 'Nature']",: 550,": 0 .. 20,000",nan
The Last Day Defense VR,"['Strategy', 'Tower Defense', 'VR', 'Third Person', 'Singleplayer', 'VR Only']",: 222,": 0 .. 20,000",nan
VRZ: Torment,"['Action', 'VR', 'Adventure', 'RPG', 'Indie', 'Zombies']",": 1,985",": 0 .. 20,000",nan
Drunkn Bar Fight on Halloween,"['Indie', 'Violent', 'VR', 'VR Only']",: 116,": 0 .. 20,000",nan
Alexandria - Port of Worlds,[],nan,": 0 .. 20,000",nan
Obscura,"['Indie', 'Simulation', 'VR', 'Horror', 'Casual', 'Atmospheric', 'Experience', 'Jump Scare', 'VR Only']",: 249,": 0 .. 20,000",: 3 new videos uploaded yesterday.
Tvori,"['Animation & Modeling', 'Utilities', 'Video Production', 'VR', 'Design & Illustration', 'Early Access', 'Software', 'Sandbox', 'Cinematic', 'Movie', 'Hand-drawn', '3D', 'VR Only']",": 2,264",": 0 .. 20,000",: 0 new videos uploaded yesterday.
Forest Farm,"['Farming Sim', 'RPG', 'Exploration', 'Immersive Sim', 'Sandbox', 'Fishing', '3D', 'First-Person', 'VR', 'Relaxing', 'Choices Matter', 'Agriculture', 'Farming', 'Medieval', 'Management', 'Trading', 'Casual', 'Building', 'Crafting', 'Nature']",: 550,": 0 .. 20,000",nan
Google Spotlight Stories: Son of Jaguar,"['Free to Play', 'Adventure', 'VR', 'VR Only']",: 340,": 20,000 .. 50,000",nan
NVIDIA® VR Funhouse,"['Free to Play', 'Casual', 'VR', 'Funny', 'Horror', 'Family Friendly', 'Action', 'Psychological Horror', 'Singleplayer', 'VR Only']",": 3,304",": 200,000 .. 500,000",nan
ZombVR,"['Indie', 'Action', 'Casual', 'VR', 'Zombies', 'Early Access', 'Exploration', 'Survival Horror', 'Realistic', 'Online Co-Op', 'Multiplayer', 'VR Only']",: 0,": 0 .. 20,000",nan
Unforgiven VR,"['Indie', 'Action', 'Early Access', 'Western', 'Multiplayer', 'VR', 'Shooter', 'Arena Shooter', 'Sports', 'Casual', 'Arcade', 'Adventure', 'FPS', 'e-sports', 'VR Only']",: 741,": 0 .. 20,000",nan
Drunkn Bar Fight on Halloween,"['Indie', 'Violent', 'VR', 'VR Only']",: 116,": 0 .. 20,000",nan
Ship Ahoy Open BETA,"['Free to Play', 'Action', 'Massively Multiplayer', 'Indie', 'Casual', 'Simulation', 'VR', 'VR Only']",: 454,": 20,000 .. 50,000",nan
Infinity Runner,"['Action', 'Indie', 'Werewolves', 'Horror', 'First-Person', 'Parkour', 'Sci-fi', 'Runner', 'VR', 'Space', 'FPS']",: 824,": 20,000 .. 50,000",: 5 new videos uploaded yesterday.
Brick Stack VR,"['Indie', 'Casual', 'Puzzle', 'VR', 'VR Only']",: 57,": 0 .. 20,000",nan
Guns'n'Stories: Preface VR,"['Free to Play', 'Adventure', 'Action', 'Indie', 'VR', 'Shooter', 'Western', 'VR Only']",": 1,508",": 100,000 .. 200,000",nan
The Last Day Defense VR,"['Strategy', 'Tower Defense', 'VR', 'Third Person', 'Singleplayer', 'VR Only']",: 222,": 0 .. 20,000",nan
The Ranger: Lost Tribe,"['Free to Play', 'VR', 'Adventure', 'Simulation', 'Action', 'RPG', 'Multiplayer', 'Violent', 'Survival', 'Singleplayer', 'VR Only']",": 6,468",": 100,000 .. 200,000",nan
Profundum,"['Adventure', 'Indie', 'VR', 'VR Only']",: 207,": 0 .. 20,000",nan
Bike Rush,"['Racing', 'Action', 'Casual', 'Shooter', 'VR', 'Bikes', 'Indie', 'Simulation', 'FPS', 'Driving', 'Arcade', 'Fast-Paced', 'Spectacle fighter', 'On-Rails Shooter', 'First-Person', 'Realistic', '3D', 'Survival', 'Crime', 'Perma Death']",: 0,": 0 .. 20,000",: 11 new videos uploaded yesterday.
A Show of Kindness,"['Adventure', 'Casual', 'VR', 'Free to Play', 'VR Only']",: 197,": 0 .. 20,000",nan
VR Toolbox: 360 Desktop,"['Utilities', 'Animation & Modeling', 'VR', 'VR Only']",: 808,": 0 .. 20,000",nan
PUNCH FIT,[],nan,": 0 .. 20,000",nan
Mars Odyssey,"['Simulation', 'VR', 'Mars', 'Indie', 'Space', 'VR Only']",: 552,": 0 .. 20,000",nan
Beat Boxer,"['Indie', 'VR', 'VR Only']",: 112,": 0 .. 20,000",: 1 new videos uploaded yesterday.
BREACH IT,"['Action', 'Indie', 'Early Access', 'Strategy', 'VR', 'Multiplayer', 'Simulation', 'Cinematic', 'VR Only']",": 1,103",": 20,000 .. 50,000",: 0 new videos uploaded yesterday.
Kunlun Fight,"['Action', 'Early Access', 'Sports', 'Boxing', 'VR', 'VR Only']",: 270,": 0 .. 20,000",nan
Tranquil Cove,"['Early Access', 'Horror', 'Survival Horror', 'Dark', 'Psychological Horror', 'Exploration', 'Realistic', 'Action', 'Adventure', 'Survival', 'Atmospheric', 'Psychological', 'Collectathon', 'Walking Simulator', 'VR', 'Action-Adventure', 'Stealth', '3D', '1980s', 'Dark Fantasy', 'VR Only']",: 197,": 0 .. 20,000",nan
Mall Town,"['Indie', 'Casual', 'Simulation', 'VR', 'Building', 'Relaxing', 'Singleplayer', 'City Builder', 'Minigames', 'Management', 'VR Only']",: 169,": 0 .. 20,000",nan
Roomscale Tower,"['Action', 'Adventure', 'Early Access', 'VR', 'VR Only']",: 325,": 0 .. 20,000",nan
VR Kyoto: Beauty of Japan,"['Casual', 'Walking Simulator', 'First-Person', 'VR', 'Singleplayer', 'VR Only']",: 103,": 0 .. 20,000",nan
Mayflower Reflections,[],nan,": 0 .. 20,000",nan
Bazaar,"['Indie', 'Strategy', 'VR', 'VR Only']",: 306,": 0 .. 20,000",: 22 new videos uploaded yesterday.
Song Beater: Quite My Tempo!,"['Indie', 'Casual', 'Action', 'Rhythm', 'VR', 'Music', 'Singleplayer', 'FPS', 'Moddable', 'Relaxing', 'Sports', '3D', 'Colorful', 'Cute', 'Mod', 'Family Friendly', 'Boxing', 'Early Access', 'Electronic Music', 'Electronic']",: 234,": 0 .. 20,000",: 0 new videos uploaded yesterday.
Breath of Spirits,"['Action', 'VR', 'Online Co-Op', 'Fantasy', 'Character Customization', 'Action-Adventure', 'Magic', 'Archery', 'Singleplayer', 'FPS', 'PvE', 'Shooter', 'Cute', 'First-Person', 'Story Rich', 'Dragons', 'Relaxing', 'Romance', 'Linear', 'Nature', 'VR Only']",: 162,": 0 .. 20,000",nan
Inescapable VR: Underground,"['Strategy', 'Indie', 'Simulation', 'VR', 'VR Only']",: 107,": 0 .. 20,000",nan
Cop Academy,"['Free to Play', 'Indie', 'VR', 'Local Co-Op', 'Local Multiplayer', 'Minigames', 'Villain Protagonist', 'VR Only']",: 134,": 0 .. 20,000",nan
The Homestead Invasion,"['Action', 'Adventure', 'Early Access', 'Indie', 'VR', 'Survival', 'Psychological Horror', 'Base-Building', 'Violent', 'Atmospheric', 'Action-Adventure', 'Sci-fi', 'Post-apocalyptic', 'Shooter', 'Strategy', 'Tactical', 'Horror', 'Zombies', 'VR Only']",: 331,": 0 .. 20,000",nan
Crystal Raiders VR,"['Character Customization', 'Casual', 'FPS', 'VR', 'Co-op', 'Adventure', 'Combat', 'Action', 'Exploration', 'Archery', 'Fantasy', 'Family Friendly', 'PvE', 'Action-Adventure', 'Arcade', 'Medieval', 'Online Co-Op', 'Multiplayer', '3D', ""Beat 'em up"", 'VR Only']",: 513,": 0 .. 20,000",nan
Xion,"['Action', 'Indie', 'VR', ""Shoot 'Em Up"", 'Voxel', 'Great Soundtrack', 'Arcade', 'Shooter', 'Sci-fi', 'Atmospheric', 'Adventure', 'Bullet Hell', 'Rogue-like', 'VR Only']",: 547,": 0 .. 20,000",: 4 new videos uploaded yesterday.
Realities,"['Free to Play', 'VR', 'Adventure', 'Simulation', 'Exploration', 'VR Only']",": 2,876",": 200,000 .. 500,000",: 5 new videos uploaded yesterday.
IrreVRsible,"['Action', 'Indie', 'VR', 'Early Access', 'Arcade', 'First-Person', 'Zombies', 'Singleplayer', 'Classic', 'VR Only']",: 176,": 0 .. 20,000",nan
Speedy Gun Savage,"['Action', 'Shooter', 'FPS', 'First-Person', 'Cyberpunk', 'VR', 'Combat', 'Singleplayer', 'Indie', 'Early Access', 'Adventure', 'VR Only']",: 233,": 0 .. 20,000",nan
ENDLESS BECOMING - APARTMENT,[],nan,": 0 .. 20,000",nan
FragmentVR,"['Utilities', 'VR', 'VR Only']",: 295,": 0 .. 20,000",nan
Machine Crisis (陨星危机),"['Action', 'Shooter', 'VR', 'VR Only']",: 207,": 0 .. 20,000",nan
Mountain Mind - Headbanger's VR,"['Indie', 'VR', 'Great Soundtrack', 'VR Only']",: 119,": 0 .. 20,000",nan
Lunapark VR,"['Casual', 'VR', 'VR Only']",: 103,": 20,000 .. 50,000",: 3 new videos uploaded yesterday.
Lunapark VR,"['Casual', 'VR', 'VR Only']",: 103,": 20,000 .. 50,000",: 3 new videos uploaded yesterday.
